"SpeciesName","Genus","Species","Longitude","Latitude","First","Second","Third","datasetKey","areas"
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.805095","-21.296648","Reunion",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.36684","-21.24908","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","57.36519","-20.34756","Mauritius",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",2129062500
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.685494","-23.351619","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.44699","-20.93302","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.75457","-21.19222","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64198","-21.30627","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.59309","-20.94578","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.14355","-12.91688","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","48.424644","-13.627636","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","48.405247","-13.617793","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.348483","-12.309647","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.36684","-21.24908","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.44699","-20.93302","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.149457","-12.961504","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.149465","-12.96154","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.149525","-12.961499","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.394005","-12.577552","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.393555","-12.579147","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.120802","-12.939437","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.128864","-12.95433","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.192786","-12.510326","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer petteri (Brygoo & Domergue, 1966)","Furcifer","petteri","49.14109","-12.437192","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer petteri (Brygoo & Domergue, 1966)","Furcifer","petteri","49.150293","-12.588337","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.195982","-12.505425","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer petteri (Brygoo & Domergue, 1966)","Furcifer","petteri","49.056415","-12.533709","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.20021","-12.500516","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","49.200215","-12.500484","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","48.342107","-13.389868","Madagascar","Nosy Be",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",298125000
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","48.268832","-13.369055","Madagascar","Nosy Be",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",298125000
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","48.231634","-13.35114","Madagascar","Nosy Be",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",298125000
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.32225","-21.04448","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.59309","-20.94578","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64242","-20.96333","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.53067","-20.94676","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.36684","-21.24908","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.44699","-20.93302","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.389996","-12.433324","Madagascar",NA,NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084",6.68e+11
