"scientificName","acceptedScientificName","decimalLatitude","decimalLongitude","basisOfRecord","occurrenceStatus","genericName","specificEpithet","datasetKey","Species","featurecla","name","areas"
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-4.910889,29.598249,"HUMAN_OBSERVATION","PRESENT","Julidochromis","marlieri","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-8.488333,30.474444,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.441667,30.453333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.488333,30.474444,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.70801,31.121716,"HUMAN_OBSERVATION","PRESENT","Julidochromis","ornatus","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marksmithi Burgess, 2014","Julidochromis marksmithi Burgess, 2014",-7.178709,30.517365,"HUMAN_OBSERVATION","PRESENT","Julidochromis","marksmithi","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis marksmithi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marksmithi Burgess, 2014","Julidochromis marksmithi Burgess, 2014",-7.179156,30.516946,"HUMAN_OBSERVATION","PRESENT","Julidochromis","marksmithi","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis marksmithi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-4.863862,29.607934,"HUMAN_OBSERVATION","PRESENT","Julidochromis","marlieri","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.911131,29.598678,"HUMAN_OBSERVATION","PRESENT","Julidochromis","regani","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.911029,29.59873,"HUMAN_OBSERVATION","PRESENT","Julidochromis","regani","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.693227,31.093095,"HUMAN_OBSERVATION","PRESENT","Julidochromis","ornatus","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.753,31.0845,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.488167,30.4745,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.747,31.097167,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.75,31.099167,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.421167,30.457333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.759833,31.084667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-8.509333,30.482667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-4.910107,29.597767,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","3633e0e7-8c25-4c3d-b9c7-078c0be25665","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-4.908611,29.600555,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.70389,31.12139,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.75,31.1,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.75,31.1,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-8.766666,31.016666,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.416667,30.466667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.35,30.5,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.633333,29.316668,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","1aaec653-c71c-4695-9b6e-0e26214dd817","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-7.1,30.55,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-7.45667,30.57,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-7.45667,30.57,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-6.155,29.66667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5.03667,29.77,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5,29.13333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.01667,30.53333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-7.56667,30.4,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.01667,30.53333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-7.56667,30.4,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-7.26667,30.21667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.51667,29.21667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5.93333,29.23333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5.93333,29.23333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.23333,30.58333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.48333,30.48333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.48333,30.48333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.23333,30.58333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-8.51667,30.63333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.31667,30.56667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.31667,30.56667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.48333,30.48333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis dickfeldi Staeck, 1975","Julidochromis dickfeldi Staeck, 1975",-8.48333,30.48333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","dickfeldi","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis dickfeldi","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-3.36667,29.25,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.65,29.33333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.44,29.33,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.65,29.33333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.65,29.33333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.38426,29.30741,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-5.53333,29.36667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.5,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-3.5,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.66667,29.33333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.53333,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-3.78333,29.11667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4,29.1,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.33333,29.58333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-3.96667,29.41667,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.51667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5.95,29.2,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.33333,29.58333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-6.502898,29.799987,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","fd75a653-e7bd-4094-9adf-301386d9d35c","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-6.5,29.833333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","59825263-9f89-43a9-8f22-c22a6a53b8fc","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.666667,29.333333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","59825263-9f89-43a9-8f22-c22a6a53b8fc","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.633333,31.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","59825263-9f89-43a9-8f22-c22a6a53b8fc","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-6.5,29.833333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","59825263-9f89-43a9-8f22-c22a6a53b8fc","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis ornatus Boulenger, 1898","Julidochromis ornatus Boulenger, 1898",-8.633333,31.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","ornatus","59825263-9f89-43a9-8f22-c22a6a53b8fc","Julidochromis ornatus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-4.333333,29.583333,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis regani Poll, 1942","Julidochromis regani Poll, 1942",-5.95,29.2,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","regani","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis regani","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.516667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.516667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis transcriptus Matthes, 1959","Julidochromis transcriptus Matthes, 1959",-3.516667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","transcriptus","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis transcriptus","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.516667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.516667,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
"Julidochromis marlieri Poll, 1956","Julidochromis marlieri Poll, 1956",-3.5,29.15,"PRESERVED_SPECIMEN","PRESENT","Julidochromis","marlieri","197908d0-5565-11d8-b290-b8a03c50a862","Julidochromis marlieri","Lake","Lake Tanganyika",32896759543.8782
