gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5282586463	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303628716	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha tantalus		SPECIES	Tetragnatha tantalus Gillespie, 1992	Tetragnatha tantalus		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.331747	-157.813417	14.0						2025-08-03T16:56:20	3	8	2025	2151913	2151913	HUMAN_OBSERVATION	iNaturalist	Observations	303628716		mtntopview	2025-08-04T03:28:16	CC_BY_NC_4_0	mtntopview	mtntopview			2025-10-27T23:53:31.206Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282302969	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/106998463	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha polychromata		SPECIES	Tetragnatha polychromata Gillespie, 1992	Tetragnatha polychromata		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.531561	-158.14743	30377.0						2022-02-17T10:36	17	2	2022	2152012	2152012	HUMAN_OBSERVATION	iNaturalist	Observations	106998463		Tony Iwane	2022-02-18T22:22:41	CC_BY_NC_4_0	Tony Iwane	Tony Iwane			2025-10-28T00:12:06.669Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282266593	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/104750104	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha polychromata		SPECIES	Tetragnatha polychromata Gillespie, 1992	Tetragnatha polychromata		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.506695	-158.145099	31.0						2022-01-06T15:05	6	1	2022	2152012	2152012	HUMAN_OBSERVATION	iNaturalist	Observations	104750104		Hubert Szczygieł	2022-01-11T07:49:21	CC_BY_NC_4_0	Hubert Szczygieł	Hubert Szczygieł			2025-10-27T22:00:32.262Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282257808	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303020342	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha tantalus		SPECIES	Tetragnatha tantalus Gillespie, 1992	Tetragnatha tantalus		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.331541	-157.813252	47.0						2025-08-01T16:16:02	1	8	2025	2151913	2151913	HUMAN_OBSERVATION	iNaturalist	Observations	303020342		mtntopview	2025-08-02T02:20:22	CC_BY_NC_4_0	mtntopview	mtntopview			2025-10-27T23:53:22.874Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282154923	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303628790	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha tantalus		SPECIES	Tetragnatha tantalus Gillespie, 1992	Tetragnatha tantalus		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.331828	-157.813308	11.0						2025-08-03T16:49:03	3	8	2025	2151913	2151913	HUMAN_OBSERVATION	iNaturalist	Observations	303628790		mtntopview	2025-08-04T03:28:43	CC_BY_NC_4_0	mtntopview	mtntopview			2025-10-27T22:43:16.002Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5281911359	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303628694	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha tantalus		SPECIES	Tetragnatha tantalus Gillespie, 1992	Tetragnatha tantalus		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.332158	-157.81285	37.0						2025-08-03T16:57:18	3	8	2025	2151913	2151913	HUMAN_OBSERVATION	iNaturalist	Observations	303628694		mtntopview	2025-08-04T03:28:07	CC_BY_NC_4_0	mtntopview	mtntopview			2025-10-27T22:43:15.277Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5237495589	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/297779843	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha tantalus		SPECIES	Tetragnatha tantalus Gillespie, 1992	Tetragnatha tantalus		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.344558	-157.807081	47.0						2025-07-13T13:06:04	13	7	2025	2151913	2151913	HUMAN_OBSERVATION	iNaturalist	Observations	297779843		Jeremy Hussell	2025-07-26T10:45:51	CC_BY_NC_4_0	mtntopview	mtntopview			2025-10-28T00:04:07.573Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5230862148	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/296553383	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha quasimodo		SPECIES	Tetragnatha quasimodo Gillespie, 1992	Tetragnatha quasimodo		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.413378	-155.239111	8.0						2025-06-28T22:54	28	6	2025	2152014	2152014	HUMAN_OBSERVATION	iNaturalist	Observations	296553383		nmoorhatch	2025-07-09T17:27:47	CC_BY_4_0	nmoorhatch	nmoorhatch			2025-10-27T22:41:58.953Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5217296435	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/211961496	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha stelarobusta		SPECIES	Tetragnatha stelarobusta Gillespie, 1992	Tetragnatha stelarobusta		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.878839	-156.302728							2024-02-24T21:01:49	24	2	2024	2151923	2151923	HUMAN_OBSERVATION	iNaturalist	Observations	211961496		knagel42	2024-04-30T03:27:31	CC_BY_NC_4_0	knagel42	knagel42			2025-10-27T23:39:13.756Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5188288405	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203993595	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha brevignatha		SPECIES	Tetragnatha brevignatha Gillespie, 1992	Tetragnatha brevignatha		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.675007	-155.331469	293.0						2023-05-21T10:36:06	21	5	2023	2151969	2151969	HUMAN_OBSERVATION	iNaturalist	Observations	203993595		Jeremy Hussell	2024-05-29T01:42:59	CC_BY_NC_4_0	Saxony Charlot	Saxony Charlot			2025-10-27T23:37:58.523Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5187620493	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/246703899	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha brevignatha		SPECIES	Tetragnatha brevignatha Gillespie, 1992	Tetragnatha brevignatha		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.67144	-155.367321							2024-07-30T22:14	30	7	2024	2151969	2151969	HUMAN_OBSERVATION	iNaturalist	Observations	246703899		Sophie Smith	2025-06-07T03:38:28	CC_BY_NC_4_0	James Bailey	James Bailey			2025-10-27T23:53:56.240Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5140099537	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/272355460	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha quasimodo		SPECIES	Tetragnatha quasimodo Gillespie, 1992	Tetragnatha quasimodo		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.820777	-156.884003	1900.0						2025-04-22T09:59:24	22	4	2025	2152014	2152014	HUMAN_OBSERVATION	iNaturalist	Observations	272355460		Jeremy Hussell	2025-04-26T01:09:15	CC_BY_NC_4_0	biolyth	biolyth			2025-10-27T22:36:50.465Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4980237922	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/250969482	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha paludicola		SPECIES	Tetragnatha paludicola Gillespie, 1992	Tetragnatha paludicola		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.84508	-156.385259	30434.0						2024-11-08T11:14:19	8	11	2024	2151891	2151891	HUMAN_OBSERVATION	iNaturalist	Observations	250969482		Jeremy Hussell	2024-11-12T21:43:57	CC_BY_NC_4_0	abiromero8	abiromero8			2025-10-27T22:32:00.619Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4954402067	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/246504581	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha quasimodo		SPECIES	Tetragnatha quasimodo Gillespie, 1992	Tetragnatha quasimodo		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.671967	-155.367823							2024-07-31T22:38	31	7	2024	2152014	2152014	HUMAN_OBSERVATION	iNaturalist	Observations	246504581		Hubert Szczygieł	2024-10-10T11:49:42	CC_BY_NC_4_0	James Bailey	James Bailey			2025-10-27T22:38:27.918Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4950574107	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/242542779	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha quasimodo		SPECIES	Tetragnatha quasimodo Gillespie, 1992	Tetragnatha quasimodo		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.145931	-156.899947	4.0						2024-09-13T10:21:24	13	9	2024	2152014	2152014	HUMAN_OBSERVATION	iNaturalist	Observations	242542779		Hubert Szczygieł	2024-09-18T20:15:44	CC_BY_NC_4_0	gingaaninjaa	gingaaninjaa			2025-10-27T23:44:07.041Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4945832317	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/241362830	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha hawaiensis		SPECIES	Tetragnatha hawaiensis Simon, 1900	Tetragnatha hawaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.568668	-155.223046							2024-07-29T20:02	29	7	2024	2152010	2152010	HUMAN_OBSERVATION	iNaturalist	Observations	241362830		James Bailey	2024-09-12T22:11:52	CC_BY_NC_4_0	James Bailey	James Bailey			2025-10-27T22:30:02.716Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4925914256	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/191622786	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.15121	-159.652466	1058.0						2023-06-14T20:48	14	6	2023	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	191622786		Adrian Burke	2024-08-11T21:57:01	CC_BY_NC_4_0	embrines	embrines			2025-10-27T23:36:05.478Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4925858504	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/200068911	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.191534	-159.603581	882.0						2024-02-07T20:49	7	2	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	200068911		Adrian Burke	2024-08-11T21:53:21	CC_BY_NC_4_0	embrines	embrines			2025-10-27T22:20:21.895Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4924033846	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/210467885	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.112356	-159.607199	30318.0						2024-04-23T20:08	23	4	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	210467885		Jeremy Hussell	2024-05-01T21:44:38	CC_BY_NC_4_0	Julien Ueda	Julien Ueda			2025-10-27T22:23:01.026Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4923892160	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/222384498	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.150079	-159.605509	2540.0						2024-05-29T21:21	29	5	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	222384498		JJ Jackson	2024-06-13T04:41:51	CC_BY_4_0	JJ Jackson	JJ Jackson			2025-10-27T22:31:31.158Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4923887733	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/144619651	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.11594	-159.566245							2022-12-10T12:10	10	12	2022	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	144619651		James Bailey	2022-12-18T19:43:34	CC_BY_NC_4_0	James Bailey	James Bailey			2025-10-27T23:35:19.076Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4923846191	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/110380086	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.120552	-159.526604	30318.0						2022-03-11T22:08:54	11	3	2022	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	110380086		grahamt	2022-05-09T07:05:12	CC_BY_NC_4_0	chiquilin56	chiquilin56			2025-10-27T23:19:12.460Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4923798377	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/144367315	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.114022	-159.573928	20.0						2022-12-10T14:55:20	10	12	2022	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	144367315		Grigory Heaton	2023-07-14T02:28:56	CC_BY_NC_4_0	Grigory Heaton	Grigory Heaton			2025-10-27T22:05:15.020Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4923705361	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/200068906	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.191216	-159.604268	1192.0						2024-02-07T19:44	7	2	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	200068906		Adrian Burke	2024-08-11T21:56:26	CC_BY_NC_4_0	embrines	embrines			2025-10-27T22:20:22.572Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4923581482	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/200068905	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.192217	-159.603883	1319.0						2024-02-07T19:22	7	2	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	200068905		embrines	2024-02-22T06:59:17	CC_BY_NC_4_0	embrines	embrines			2025-10-27T22:20:27.653Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4910947568	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231260699	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	Tetragnatha kauaiensis		SPECIES	Tetragnatha kauaiensis Simon, 1900	Tetragnatha kauaiensis		US		Hawaii	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.139576	-159.639393	17904.0						2024-07-18T08:34	18	7	2024	2151894	2151894	HUMAN_OBSERVATION	iNaturalist	Observations	231260699		Jeremy Hussell	2024-07-24T23:32:05	CC_BY_4_0	JJ Jackson	JJ Jackson			2025-10-27T22:34:28.290Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
