"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","datasetKey"
"Eleutherodactylus montserratae Hedges, 2022","Eleutherodactylus","montserratae",-63.238083,17.628614,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-74.043045,18.448004,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-65.832765,18.334215,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Eleutherodactylus abbotti Cochran, 1923","Eleutherodactylus","abbotti",-71.16,18.06,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus armstrongi Noble & Hassler, 1933","Eleutherodactylus","armstrongi",-71.16,18.06,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-61.016667,13.816667,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus johnstonei Barbour, 1914","Eleutherodactylus","johnstonei",-63.05,18.21,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-74.46,24.11,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus rhodesi Schwartz, 1980","Eleutherodactylus","rhodesi",-72.81,19.88,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus lucioi Schwartz, 1980","Eleutherodactylus","lucioi",-73.26,19.85,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.8894111,18.4707159,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus portoricensis Schmidt, 1927","Eleutherodactylus","portoricensis",-65.81,18.32,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-65.81,18.32,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus richmondi Stejneger, 1904","Eleutherodactylus","richmondi",-65.81,18.32,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus sommeri Schwartz, 1977","Eleutherodactylus","sommeri",-72.3,19.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus sommeri Schwartz, 1977","Eleutherodactylus","sommeri",-72.31,19.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus chlorophenax Schwartz, 1976","Eleutherodactylus","chlorophenax",-74.1,18.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus paralius Schwartz, 1976","Eleutherodactylus","paralius",-69.1793951,18.4507172,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus sciagraphus Schwartz, 1973","Eleutherodactylus","sciagraphus",-74.1,18.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus fowleri Schwartz, 1973","Eleutherodactylus","fowleri",-71.73,18.26,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus eunaster Schwartz, 1973","Eleutherodactylus","eunaster",-74.1,18.51,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus apostates Schwartz, 1973","Eleutherodactylus","apostates",-74.1,18.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus glaphycompus Schwartz, 1973","Eleutherodactylus","glaphycompus",-74.1,18.51,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus lamprotes Schwartz, 1973","Eleutherodactylus","lamprotes",-74.1,18.49,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus warreni Schwartz, 1976","Eleutherodactylus","warreni",-72.73,20.01,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-72.2794654,18.4107174,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.13,18.2,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.98,18.18,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus cochranae Grant, 1932","Eleutherodactylus","cochranae",-66.71,18.47,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-66.71,18.47,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-66.7,18.42,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.05,18.03,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus brittoni Schmidt, 1920","Eleutherodactylus","brittoni",-67.03,18.19,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus antillensis (Reinhardt & Lütken, 1863)","Eleutherodactylus","antillensis",-67.03,18.19,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.03,18.19,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus alcoae Schwartz, 1971","Eleutherodactylus","alcoae",-71.6494507,18.0707345,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-71.1694397,17.9707397,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-71.85,18.25,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-71.85,18.25,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-72.28,18.5,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-73.35,18.31,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-73.0794837,18.4307159,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus inoptatus (Barbour, 1914)","Eleutherodactylus","inoptatus",-73.0794837,18.4307159,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus audanti Cochran, 1934","Eleutherodactylus","audanti",-72.2794654,18.4107174,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-72.46,18.33,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus heminota Shreve & Williams, 1963","Eleutherodactylus","heminota",-72.2794654,18.4107174,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus coqui Thomas, 1966","Eleutherodactylus","coqui",-67.18,18.38,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus gryllus Schmidt, 1920","Eleutherodactylus","gryllus",-67.18,18.38,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-81.37,19.28,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus nubicola Dunn, 1926","Eleutherodactylus","nubicola",-76.66,18.06,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-77.33,25.06,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus rogersi Goin, 1955","Eleutherodactylus","rogersi",-74.48,24.02,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-74.48,24.02,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus atkinsi Dunn, 1925","Eleutherodactylus","atkinsi",-80.46,22.46,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus dimidiatus (Cope, 1862)","Eleutherodactylus","dimidiatus",-80.16,22.06,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-82.8,21.88,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-82.83,21.66,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus cuneatus (Cope, 1862)","Eleutherodactylus","cuneatus",-82.99,21.7,"76dd8f0d-2daa-4a69-9fcd-55e04230334a"
"Eleutherodactylus glaphycompus Schwartz, 1973","Eleutherodactylus","glaphycompus",-73.97054,18.27049,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3"
"Eleutherodactylus glandulifer Cochran, 1935","Eleutherodactylus","glandulifer",-74.11561,18.43301,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3"
"Eleutherodactylus glaphycompus Schwartz, 1973","Eleutherodactylus","glaphycompus",-74.11561,18.43301,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3"
"Eleutherodactylus atkinsi Dunn, 1925","Eleutherodactylus","atkinsi",-75.12967,19.9228,"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3"
"Eleutherodactylus audanti Cochran, 1934","Eleutherodactylus","audanti",-71.7,18.75452,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus juanariveroi Rios-López & Thomas, 2007","Eleutherodactylus","juanariveroi",-66.201533,18.43545,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus planirostris (Cope, 1862)","Eleutherodactylus","planirostris",-74.5,20.35,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-65.785653,18.298715,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.4814251,19.7196553,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus portoricensis Schmidt, 1927","Eleutherodactylus","portoricensis",-65.82583,18.28967,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-73.866669,18.316668,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.34963,18.51667,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.29411,18.52695,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.283333,18.516666,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.29411,18.50638,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.24985,18.48472,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus pictissimus Cochran, 1935","Eleutherodactylus","pictissimus",-72.36,18.499,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.960835,18.204406,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.403427,18.181735,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.7574,18.1185,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.7697,18.2075,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.4925,18.255656,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.582473,18.380579,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.641643,18.324049,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.598268,18.291462,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-65.790745,18.290535,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-65.776722,18.307569,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.552652,18.160832,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.038655,18.160571,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.046242,18.143042,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-65.826107,18.373952,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.740081,17.998613,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wightmanae Schmidt, 1920","Eleutherodactylus","wightmanae",-66.289272,18.19837,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-71.752998,18.169,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-71.849998,18.25,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-72.300003,18.299999,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-71.71673,18.26381,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.26667,18.35,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.966667,18.283333,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.62688,18.45345,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.6409,18.40649,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.63635,18.40214,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.6322,18.39818,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.62571,18.39199,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.62163,18.38809,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.821,18.41118,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.866669,18.316668,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-72.327,18.499,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-72.58334,18.33535,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-72.58334,18.33826,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.816666,18.433332,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.26424,18.35996,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.25663,18.36069,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.1957,18.38759,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-73.22997,18.37014,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-74.099998,18.516666,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus diplasius Schwartz, 1973","Eleutherodactylus","wetmorei",-74.099998,18.516666,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus wetmorei Cochran, 1932","Eleutherodactylus","wetmorei",-71.68653,18.20528,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.0604383,19.7096556,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.0564382,19.7236549,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.89652,19.26505,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.6440087,19.5955212,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.3991254,18.6507063,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.4244009,19.2006806,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.5504038,19.3046755,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.5684042,19.2356789,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.4851623,19.317345,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.3844428,19.6689178,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.7644316,19.7646531,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.816666,19.75,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.96973,18.72195,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.69598,19.0014,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.0504149,18.8266985,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.38722,18.75029,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.4037,18.921,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.6035176,19.1343034,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5362661,19.2365085,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.532326,19.2327686,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5160957,19.2625172,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5160957,19.2534776,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5160957,19.2444481,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.70879,19.1173541,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5904273,19.2096797,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5827632,19.2340126,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-68.8653882,18.9666921,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-68.6703838,18.8446981,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-68.8808885,18.6807261,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-68.7481855,18.6173792,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.3843999,19.0216893,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.2660673,19.0173555,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.2493968,18.8622271,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.466667,19.083332,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5160958,19.6127104,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.4685848,19.6673278,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.3681525,19.6339395,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.4974254,19.5406639,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5034255,19.5106653,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.5160958,19.4853965,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.4628945,19.454558,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.4267909,19.068787,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.481425,19.495666,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.0662027,18.9840212,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.0850632,18.9501029,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-69.034262,18.9696319,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-68.9743906,18.7527025,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.5604495,19.2746761,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.6164504,18.7277025,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.7022325,18.8330273,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-70.0084138,18.5357127,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-72.22432,19.56436,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-72.18333,19.55716,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-72.4635,19.80389,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.96717,18.77822,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
"Eleutherodactylus weinlandi Barbour, 1914","Eleutherodactylus","weinlandi",-71.81423,18.82944,"dce00a1f-f6b4-4e11-9771-92c62c40ad80"
