"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","first","second","third","datasetKey"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.431389,-1.296667,"Ecuador","Isla Santa Maria",NA,"aab0cf80-0c64-11dd-84d1-b8a03c50a862"
"Scalesia aspera Andersson","Scalesia","aspera",-90.366667,-0.633333,"Ecuador","Isla Santa Cruz",NA,"aab0cf80-0c64-11dd-84d1-b8a03c50a862"
"Scalesia divisa Andersson","Scalesia","divisa",-89.431944,-0.829167,"Ecuador","Isla San Cristobal",NA,"aab0cf80-0c64-11dd-84d1-b8a03c50a862"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.278696,-0.662285,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.563646,-0.856834,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.360041,-0.607995,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.420089,-0.641859,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.239489,-0.626457,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303597,-0.74242,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.406509,-0.679861,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.276898,-0.694801,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.958337,-0.956833,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.23013,-0.661767,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.082132,-0.788972,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.372559,-0.747503,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.298146,-0.609284,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303825,-0.742197,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.009483,-0.965097,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.422958,-0.735333,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304078,-0.742062,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.314302,-0.739602,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.289319,-0.734244,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.256975,-0.748902,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.385724,-0.745789,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.504215,-1.31188,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303825,-0.742197,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.232989,-0.702279,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.236864,-0.631722,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.340854,-0.647291,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.099997,-0.782645,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.245811,-0.637182,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.264025,-0.748185,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.290028,-0.716479,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia retroflexa Hemsl.","Scalesia","retroflexa",-90.351329,-0.637671,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303933,-0.742142,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.007483,-0.963203,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.364448,-0.631201,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.007614,-0.963072,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.275208,-0.708032,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.960128,-0.958853,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.362144,-0.625146,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.368076,-0.687715,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.312061,-0.747475,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.477734,-0.714277,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.392497,-0.637118,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.30407,-0.7423,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.002031,-0.971242,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304141,-0.742159,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.331947,-0.720985,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.330498,-0.779758,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.224596,-0.637717,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.327744,-0.732253,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304017,-0.742317,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.099821,-0.780764,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.247607,-0.721773,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.3006,-0.723798,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303978,-0.742083,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.100159,-0.78314,"Ecuador","Isla Isabela",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.384723,-0.625771,"Ecuador","Isla Santa Cruz",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.385539,-0.624768,"Ecuador","Isla Santa Cruz",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.293696,-0.701357,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303784,-0.742127,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371422,-0.251964,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.334388,-0.721216,"Ecuador","Isla Isabela",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.427006,-0.786987,"Ecuador","Isla Isabela",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.454974,-1.314319,"Ecuador","Isla Santa Maria",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.25482,-0.690647,"Ecuador","Isla Isabela",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.384743,-0.625388,"Ecuador","Isla Santa Cruz",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.288817,-0.640468,"Ecuador","Isla Santa Cruz",NA,"8a863029-f435-446a-821e-275f4f641165"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.344778,-0.769455,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.393627,-0.74426,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.489834,-0.801062,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.2953,-0.695106,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.373459,-0.675771,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303963,-0.742367,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.100067,-0.782125,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.362766,-0.738676,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.37125,-0.650405,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.324321,-0.763898,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.328085,-0.613542,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.304183,-0.742142,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.305922,-0.635756,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.497645,-0.890138,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.272584,-0.699157,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.40018,-0.759932,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.336435,-0.655092,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.381434,-0.69103,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.304976,-0.617573,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-91.072944,-0.783763,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-91.057958,-0.842342,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.22158,-0.606115,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.467526,-0.845384,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303963,-0.742087,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.303853,-0.742531,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.309247,-0.66707,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis subsp. brachyloba Harling","Scalesia","affinis",-90.304036,-0.742511,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.453332,-0.711277,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.497382,-0.661272,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.321278,-0.681928,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.260321,-0.693023,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371361,-0.251336,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.351409,-0.754573,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.33175,-0.734691,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.220952,-0.63787,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.351124,-0.761944,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.22633,-0.683357,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.399607,-0.732451,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.30194,-0.73582,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.465854,-0.623705,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.335792,-0.722117,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.226485,-0.664624,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.265841,-0.572349,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.339237,-0.607088,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.236368,-0.529297,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.333847,-0.721817,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.302708,-0.741,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.427878,-0.609358,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.452488,-1.25669,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.384528,-0.734865,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.960063,-0.952929,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.960507,-0.951196,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.959339,-0.959314,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.343181,-0.733761,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.420069,-0.758335,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.351185,-0.720236,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis subsp. gummifera (Hook.fil.) Harling","Scalesia","affinis",-91.10015,-0.782244,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.399592,-0.656238,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.254214,-0.648928,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.274982,-0.606472,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.249763,-0.637306,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.371302,-0.251135,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.437848,-1.269355,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.407468,-1.262173,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.46482,-0.869807,"Ecuador","Isla San Cristobal",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.455992,-0.728156,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.274392,-0.660572,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.382729,-0.626266,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.414734,-0.683883,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.414734,-0.683883,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.414734,-0.683883,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.382729,-0.626266,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.414734,-0.683883,"Ecuador","Isla Santa Cruz",NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.297707,-0.673054,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.242677,-0.692257,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.397018,-0.702123,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.013191,-0.964585,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis subsp. gummifera (Hook.fil.) Harling","Scalesia","affinis",-91.386169,-0.245294,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.364682,-0.25417,"Ecuador","Isla Isabela",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.471729,-1.225116,"Ecuador","Isla Santa Maria",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.319397,-0.744153,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.287775,-0.611664,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.248325,-0.698894,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.366957,-0.623917,"Ecuador","Isla Santa Cruz",NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7"
