"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","datasetKey"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.25271,20.80378,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.10178,20.73064,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89636,21.10764,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89559,21.10774,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.10178,20.73064,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.10178,20.73064,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.24341,20.78077,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.13181,20.72252,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha restricta Simon, 1900","Tetragnatha","restricta",-156.25029,20.8047,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.25029,20.8047,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.12317,20.66354,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89769,21.11181,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.24206,20.77835,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89613,21.11191,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89793,21.11195,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.27112,19.71573,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.89623,21.10768,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.1824,19.55201,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.24296,20.78039,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.06474,20.66402,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha restricta Simon, 1900","Tetragnatha","restricta",-156.25627,20.80206,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.77678,19.4186,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.88545,21.11401,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha restricta Simon, 1900","Tetragnatha","restricta",-155.32681,19.82759,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.22656,20.80855,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.89613,21.11191,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.9097,21.11761,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.89651,21.10765,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.87312,20.81217,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.25204,19.56281,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.90159,21.1022,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.7633,20.11482,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.13181,20.72252,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.32681,19.82759,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.28436,20.75703,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.90282,21.10361,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.57449,20.91665,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.89643,21.12052,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.22656,20.80855,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.21715,19.42047,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.25484,19.47335,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.10597,20.79909,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.33184,19.78723,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.22557,19.47578,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.34678,19.67002,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.38698,19.67796,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.27505,19.91998,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.87197,20.81028,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.82842,19.24596,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.26788,19.92734,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.22404,20.80779,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.25204,19.56281,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.26568,19.49058,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.26788,19.92734,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.26568,19.49058,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.25204,19.56281,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.25014,19.54944,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.07235,20.67484,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.71437,20.09357,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.33349,19.67483,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.36489,19.66347,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.25436,20.80984,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.11602,20.71607,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.71797,20.09191,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.33324,19.67482,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.13675,20.72435,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.71437,20.09357,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.11602,20.71607,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.10233,20.71198,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.33349,19.67483,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.22656,20.80855,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.80262,19.16946,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.10233,20.71198,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.33351,19.67476,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.08001,20.68035,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.60307,20.85001,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.90379,21.12364,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.13181,20.72252,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.08358,20.70074,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.0787,20.67888,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-156.12381,20.74615,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.28522,19.91084,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.26827,19.92712,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha macracantha Gillespie, 1992","Tetragnatha","macracantha",-156.10631,20.79875,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.25251,19.56273,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.28522,19.91084,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.25187,19.94459,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.25251,19.56273,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.25187,19.94459,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.84627,19.49236,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.28062,19.91411,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.25309,19.56285,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.31281,19.89918,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.20031,19.57187,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.87238,19.49343,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.35795,19.66541,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.35925,19.47508,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.30205,19.44256,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.20611,19.57057,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.28007,19.91445,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha kamakou Gillespie, 1992","Tetragnatha","kamakou",-156.88545,21.11401,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.34678,19.67002,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.87238,19.49343,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.8442,19.67839,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha brevignatha Gillespie, 1992","Tetragnatha","brevignatha",-155.8442,19.67839,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.22421,19.68966,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.8442,19.67839,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.20031,19.57187,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.38633,19.48774,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.22441,19.68981,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.46633,19.68648,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha anuenue Gillespie, 2002","Tetragnatha","anuenue",-155.33501,19.67403,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.24205,20.79499,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha quasimodo Gillespie, 1992","Tetragnatha","quasimodo",-155.29257,19.41682,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.25618,20.80194,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.23138,20.79905,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.25683,20.80274,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.25861,20.80294,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
"Tetragnatha waikamoi Gillespie, 1992","Tetragnatha","waikamoi",-156.24255,20.77992,"5d283bb6-64dd-4626-8b3b-a4e8db5415c3"
